UniProtId	Type	Annotations
G9LCN3	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
H3BVD9	Data unknown	None
H3BPL0	Data unknown	None
K7EQ95	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003808
A0A068BLJ0	Data unknown	None
B7Z960	Data unknown	None
A0A059QQ92	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
Q5JZ48	Data unknown	None
A0A1S6GNA7	Data unknown	None
A0A1U9IJ97	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A1V0E3L6	Data unknown	None
A0A1W1B5U3	Data unknown	None
A0A1W2PQR1	Data unknown	None
A0A023QWQ3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
B3DEC2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A059QQ12	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A1W1B6C6	Data unknown	None
B3KQN4	Data unknown	None
Q59GY6	Data unknown	None
B4DH28	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361132
B4DSA5	Data unknown	None
B7Z5V6	Data unknown	None
Q59F93	Data unknown	ECO:0000256|SAAS:SAAS00582638
D1CS38	Data unknown	None
O43200	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361222
A0A097QDU5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
B7Z543	Data unknown	None
D6RD48	Data unknown	None
V5JI67	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
C8YIQ0	Data unknown	None
B3KR10	Data unknown	None
B2XFD8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
B2RCT7	Data unknown	None
Q8N7W7	Data unknown	None
A8YQF2	Data unknown	None
C9IYN1	Data unknown	None
F4NBZ5	Data unknown	None
E9PDI6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003808
E9PKE4	Data unknown	None
Q6IAQ2	Data unknown	None
R9Y2A0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
B0BCZ6	Data unknown	None
A0A059QQB4	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
B2R7X8	Data unknown	None
J3KQU5	Data unknown	None
Q6P4C1	Data unknown	None
I6QAV6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
A8K8R2	Data unknown	None
E5RHS6	Data unknown	None
A0A059RQ39	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
B4DL07	Data unknown	None
H9E7L2	Data unknown	None
D6RIF4	Data unknown	None
V5L903	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
B4DUY8	Data unknown	None
B4E0D3	Data unknown	None
C9J611	Data unknown	None
A0A024QYS2	Data unknown	None
H9SQW5	Data unknown	ECO:0000256|RuleBase:RU362117
Q53FI5	Data unknown	None
B5MBX8	Data unknown	None
G9LBA5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
H9E7G3	Data unknown	None
F1DNK3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A087WZQ1	Data unknown	None
R9Y5X7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
Q8NC08	Data unknown	None
A0A075CA07	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
D3WYZ4	Data unknown	None
Q16393	Data unknown	None
A7E240	Data unknown	None
Q15IJ2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
H3BUV4	Data unknown	None
A0A059RND8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
E5E1Q6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
B4E1D4	Data unknown	None
D6REJ8	Data unknown	None
Q68DZ8	Data unknown	None
I3L345	Data unknown	None
A0A1V1IFQ2	Data unknown	None
B3KPI5	Data unknown	None
A4D1F3	Data unknown	None
F6IQK1	Data unknown	None
H6SH95	Data unknown	None
H7C493	Data unknown	None
E9PMA5	Data unknown	None
E9K908	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
F6IQV9	Data unknown	None
H9P4E3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
L7XYG0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
D3WYZ9	Data unknown	None
A0A067ZXH9	Data unknown	None
A0A075X8H6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A0B5JDI7	Data unknown	None
A0A0B7NRZ4	Data unknown	None
H7BZP4	Data unknown	None
A0A067ZUL2	Data unknown	None
A6YXS5	Single-pass membrane protein	ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291
C0IP16	Data unknown	None
B2R736	Data unknown	None
A0A1S6NXV1	Data unknown	ECO:0000256|RuleBase:RU362117
A0A1U9X7T4	Data unknown	None
A0A1S7C6F1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
B3KV05	Data unknown	None
B4DI81	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00674178
L7MUG5	Data unknown	None
B4DWZ5	Data unknown	None
E9PD35	Single-pass membrane protein	ECO:0000256|RuleBase:RU000311
Q6RNW0	Data unknown	ECO:0000256|RuleBase:RU362117
H9PTH5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
E9PS11	Data unknown	None
B2RCH4	Data unknown	None
G1FHS3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A1W2PR74	Data unknown	None
E9PMW8	Data unknown	None
B7ZKS5	Data unknown	None
E9PL08	Data unknown	None
A0A059QKK1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
A8K0M3	Data unknown	None
Q2M2U7	Data unknown	None
Q6LET6	Data unknown	None
E0Y4S2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
Q6AZ88	Data unknown	None
A0A059RKB7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
B7Z984	Data unknown	None
A8K7T1	Data unknown	None
E5DY61	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
M1VK08	Data unknown	None
Q860B0	Data unknown	None
R9Y8K0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
A0A059QEL3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A096WX18	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
R9Y9A2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
A0A0B6CEC5	Data unknown	ECO:0000256|RuleBase:RU362117
T1Q6B2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
D0UWM7	Data unknown	None
V9GYP8	Data unknown	None
A0A1U9X940	Data unknown	None
A0A1S6M7Q3	Data unknown	ECO:0000256|RuleBase:RU362117
A0A097I4X7	Data unknown	None
D7GM35	Data unknown	None
Q4F407	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
E9PPJ8	Data unknown	None
J9ZZ64	Data unknown	None
E7EVF0	Single-pass membrane protein	ECO:0000256|RuleBase:RU363063
A0A087WV88	Multi-pass membrane protein	ECO:0000256|RuleBase:RU362006
F6IQL0	Data unknown	None
Q9B2V6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
G8Z8Y8	Data unknown	None
Q8TDT4	Data unknown	None
G9LES2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
B4E2L9	Data unknown	None
A0A059RRN1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A8KA57	Data unknown	None
U3KQ59	Data unknown	None
A8MXQ1	Data unknown	None
Q8NFD3	Data unknown	None
H0YMQ7	Data unknown	None
Q2HKD5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A0A059RSB6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
A3KME6	Single-pass membrane protein	ECO:0000256|RuleBase:RU362059
B7Z573	Data unknown	None
B4DW47	Data unknown	None
F2WIG7	Data unknown	None
B0Z774	Data unknown	None
G5E9T8	Data unknown	None
B2RCV2	Data unknown	None
A0A059RRD7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
H0Y8T9	Data unknown	None
V9N4K8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
K7EJ16	Data unknown	None
U3L5W2	Data unknown	None
Q8NEB1	Data unknown	None
C9J027	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361218
H7BXQ8	Data unknown	None
B9EIM5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
H7C5T4	Data unknown	None
G0ZCM6	Data unknown	None
A0A0A0MT53	Data unknown	None
B1NVE6	Data unknown	None
H0Y568	Data unknown	None
Q9UEG9	Data unknown	ECO:0000256|RuleBase:RU004397
B4DU18	Single-pass membrane protein	ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213
X5D991	Data unknown	None
A0A0A0MRB9	Data unknown	None
A0A0A0MTG6	Data unknown	None
H7C113	Data unknown	None
A0A096W906	Data unknown	ECO:0000256|RuleBase:RU362117
Q3MHU6	Data unknown	None
A1DSU1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
M0R116	Data unknown	ECO:0000256|RuleBase:RU362084
Q96P81	Data unknown	None
X5DNH4	Data unknown	None
Q05CW6	Data unknown	None
F8WD64	Data unknown	None
A0A1B0GUR8	Data unknown	None
B4DQ62	Data unknown	None
B7Z761	Data unknown	None
B4DEA5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361218
C9J7C3	Data unknown	None
H9E7G6	Data unknown	ECO:0000256|RuleBase:RU362117
Q9NT87	Data unknown	None
A0A024RD32	Data unknown	None
F1AZ03	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
H9RGG7	Data unknown	ECO:0000256|RuleBase:RU362117
X5DR98	Data unknown	None
B4DJN0	Data unknown	None
E9PIW7	Data unknown	None
U3L6U8	Data unknown	None
B3KQF0	Data unknown	None
G3V245	Data unknown	None
Q8NCE1	Data unknown	None
Q2HL32	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A8MVL9	Data unknown	None
Q96SY4	Data unknown	None
Q70E14	Data unknown	None
A0A059SAV2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
K7EJQ2	Data unknown	None
A0A097QDD8	Data unknown	None
B2KLX4	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A1S6P984	Data unknown	ECO:0000256|RuleBase:RU362117
C9JAS4	Data unknown	None
F8WCC9	Data unknown	None
Q24K26	Data unknown	None
D9UB10	Data unknown	None
A0A089H989	Data unknown	None
H0YAV1	Data unknown	None
F1B850	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
E5RJM7	Data unknown	None
O43875	Data unknown	None
D1CS79	Data unknown	None
I6S6F0	Data unknown	None
A0PFK1	Data unknown	None
K7X9X2	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00709542
C9D6E1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
E9PBK1	Data unknown	None
I3L0A1	Data unknown	None
H9Q3T8	Data unknown	ECO:0000256|RuleBase:RU362117
Q59FV0	Data unknown	None
G9JXB8	Data unknown	None
H9RZM0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
A0A059QV99	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
E5KYD5	Data unknown	None
H3BSE6	Data unknown	None
A0A059QEE7	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
B7Z1N5	Data unknown	None
V9JC41	Data unknown	None
A0A0P0H5P8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102
Q59EB3	Data unknown	None
A4ZLM0	Data unknown	ECO:0000256|RuleBase:RU362117
Q0VGA7	Data unknown	None
Q7YCD5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
E7EMM1	Data unknown	None
E9PMR1	Data unknown	None
A7U7M4	Data unknown	ECO:0000256|SAAS:SAAS00541856
F5H1T6	Data unknown	None
H0YFK3	Data unknown	None
R9Y5U6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
B2R880	Data unknown	None
A8K4S1	Data unknown	None
G9LF33	Data unknown	ECO:0000256|RuleBase:RU362117
Q6PIA2	Data unknown	None
L7RXH0	Single-pass membrane protein	ECO:0000256|RuleBase:RU003762
X5DP84	Data unknown	None
Q6SV91	Data unknown	None
A0A059QLX8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000457
A4VAS2	Data unknown	None
A7MAP4	Data unknown	None
M1VRM8	Data unknown	None
Q8NG71	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00834153
A0A088FSE5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
Q4G0Y0	Data unknown	None
A0A1W2PP69	Data unknown	None
G3V4M0	Data unknown	None
B4DM35	Data unknown	None
Q08G24	Data unknown	None
B2R6A5	Data unknown	None
C8XVB1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
C9JSN8	Data unknown	None
C7TP28	Data unknown	None
B3KXB3	Data unknown	None
A0A0B4J1S2	Data unknown	None
U3TJJ6	Data unknown	None
H7C4P5	Data unknown	None
B7Z5J8	Data unknown	None
F5H2B5	Data unknown	None
F2WNE2	Data unknown	None
A0A024R849	Data unknown	None
F1B6A7	Data unknown	ECO:0000256|RuleBase:RU362117
F5GZB8	Data unknown	None
A0A1W1B5F7	Data unknown	None
A0A1W2PRT7	Data unknown	None
Q5CCG7	Data unknown	None
D6RA94	Data unknown	None
E7BSV0	Data unknown	None
Q9NRB8	Data unknown	None
F1AKU9	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
A8K7S4	Data unknown	None
I3L2W8	Data unknown	None
B4DVM3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361148
F5H5I5	Data unknown	None
H9SEG1	Data unknown	ECO:0000256|RuleBase:RU362117
Q4QQH1	Data unknown	None
J3KT83	Data unknown	None
A0A0C4DGP7	Data unknown	None
Q59F11	Data unknown	None
B7Z3I3	Data unknown	None
B9EKW0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363047, ECO:0000256|SAAS:SAAS00521146
E9PII2	Data unknown	None
E9PLT1	Data unknown	None
Q8IW08	Data unknown	None
G9LFU3	Data unknown	ECO:0000256|RuleBase:RU362117
J3KRI5	Single-pass membrane protein	ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213
H7BY57	Data unknown	None
A0A089G7J0	Data unknown	None
G3V4A8	Data unknown	None
U3KVN7	Data unknown	ECO:0000256|RuleBase:RU362117
B7Z4G2	Data unknown	None
E9LCE9	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
G9LIH7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A8K191	Data unknown	ECO:0000256|SAAS:SAAS00548273
H0Y8A4	Data unknown	None
H0YGV7	Data unknown	None
A0A059RQI1	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00709542
A0A059RWU6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A6ZGJ8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
Q32NB1	Data unknown	None
E4W3U4	Data unknown	None
A0A059RP56	Data unknown	None
A1DT71	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
Q29840	Data unknown	None
Q4F5R1	Data unknown	ECO:0000256|RuleBase:RU362117
E9PSH9	Data unknown	None
Q59GP0	Data unknown	None
Q8WWP2	Data unknown	None
B1ALD5	Data unknown	None
E7E3A2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
A0A096WL34	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
B7ZL84	Data unknown	None
Q9BYT4	Data unknown	None
B4DSA0	Data unknown	None
B4DYC9	Data unknown	None
E5RGJ6	Data unknown	None
L7SMD9	Data unknown	ECO:0000256|RuleBase:RU362117
M0R211	Data unknown	None
B6ZCF7	Data unknown	None
L7XJX4	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
A6ZGQ9	Data unknown	None
I3L202	Data unknown	None
Q6ZP54	Data unknown	None
A0A059R372	Data unknown	None
L7XHT9	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
K7ERW0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361264
A0A1U9X8K7	Data unknown	None
A0A1L5BXV2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU362006
Q4F666	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
B4DIF5	Data unknown	None
H7C1R8	Data unknown	None
E9PD72	Data unknown	None
E9PJS7	Data unknown	None
H7C4U4	Data unknown	None
G0Z6Y6	Data unknown	None
A8K1T7	Data unknown	None
G9LCV1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
H0YCK4	Data unknown	None
H9P619	Data unknown	None
F2Z2U2	Data unknown	None
A0A068BZL1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
Q9NZZ2	Data unknown	None
A0A0C5B383	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
B4F4S7	Data unknown	None
A0A096WT46	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
B4DFD8	Data unknown	None
F5CL10	Data unknown	None
H0YN04	Data unknown	ECO:0000256|RuleBase:RU000682
E9PKH8	Data unknown	None
A8K8U3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361146
Q53G63	Data unknown	None
A8K582	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00567644
H9P359	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
Q53QN9	Data unknown	None
B4DSU2	Data unknown	None
B4DYE4	Data unknown	None
C9JS65	Data unknown	None
E9PG71	Data unknown	None
A0A024RC42	Single-pass membrane protein	ECO:0000256|RuleBase:RU003318, ECO:0000256|SAAS:SAAS00596213
C9J9Y7	Data unknown	None
U3L3J4	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
B8X5M7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
A8K9M7	Data unknown	None
J7HAE4	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
Q0QJI3	Data unknown	None
A0A059QDD1	Data unknown	ECO:0000256|RuleBase:RU362117
H3BR20	Data unknown	None
L7YKA8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004450
A1E1D9	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
A6ZHZ3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A0A1EKI0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
A0A059RKY1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
S4R3Y8	Data unknown	None
H9NTH8	Data unknown	ECO:0000256|RuleBase:RU362117
B4DIX3	Data unknown	None
F5H3K6	Data unknown	None
A0A059RVC2	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
F5GXT3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU280814
A0A059RUV4	Data unknown	None
H9PCW6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
H9S4X7	Data unknown	ECO:0000256|RuleBase:RU362117
F1CME8	Data unknown	None
A0A059S7V7	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
Q6ICR9	Data unknown	None
A1DTP0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A023QL98	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
B3KRN0	Data unknown	None
E2DFE6	Single-pass membrane protein	ECO:0000256|RuleBase:RU003661, ECO:0000256|SAAS:SAAS00400291
E9PL44	Data unknown	None
Q86YW1	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102
C9J4H2	Data unknown	None
A0A059RYZ4	Data unknown	None
H3BUA4	Data unknown	None
K7EIN4	Data unknown	None
Q96MK7	Data unknown	None
A0A059QGM3	Data unknown	None
A0A1W1B5Q0	Data unknown	None
D5KMQ2	Data unknown	None
E9PJT8	Data unknown	None
E9PJB7	Data unknown	None
A0A1V0E3M6	Data unknown	None
A0A1U9X911	Data unknown	None
A0A1V0E3K1	Data unknown	None
A0A1W2PRJ8	Data unknown	None
J3QRU2	Data unknown	None
B3KVV5	Data unknown	None
Q4LE63	Data unknown	None
B4DW87	Multi-pass membrane protein	ECO:0000256|RuleBase:RU201114
O95091	Data unknown	None
F4NBP4	Data unknown	None
H9RJL3	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00709542
H0Y5M1	Data unknown	None
Q96IV8	Data unknown	None
A8K7T4	Data unknown	None
H9Q5E5	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A059RR81	Data unknown	None
F8VRH6	Data unknown	None
A3R0L8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
A0A059RHV6	Data unknown	None
A0A087WTA1	Data unknown	None
Q2HPN1	Data unknown	None
H3BS91	Data unknown	None
K7EIH7	Data unknown	None
U3KPZ8	Data unknown	None
Q861E9	Data unknown	None
Q1ADI0	Data unknown	ECO:0000256|RuleBase:RU362117
A0A1W2PQS0	Data unknown	None
B3KVN7	Data unknown	None
A0A1W1B6F7	Data unknown	None
A5PHJ9	Data unknown	None
B4DIH9	Data unknown	None
B4E2S7	Single-pass membrane protein	ECO:0000256|PROSITE-ProRule:PRU00740
Q59H69	Data unknown	None
F5GYR5	Data unknown	None
V9QAW3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361244, ECO:0000256|SAAS:SAAS00583102
F8WE00	Data unknown	None
B4DEB8	Multi-pass membrane protein	ECO:0000256|RuleBase:RU361218
E7EMA0	Data unknown	None
A0A059QHB6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
E5E138	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
Q96L53	Data unknown	None
E9PJ42	Data unknown	None
Q5W554	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00548360
X5D9C4	Data unknown	None
A8K1T0	Data unknown	None
E2CZ38	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000369
E9P178	Data unknown	ECO:0000256|RuleBase:RU362117
A0SB69	Data unknown	ECO:0000256|RuleBase:RU362117
Q8NFY0	Data unknown	None
A0A1S6NC18	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
F8WAW3	Data unknown	None
D2KI69	Data unknown	None
A0A1U9X8K6	Data unknown	None
A0A1W2PPT0	Data unknown	None
F8W7Q8	Data unknown	None
Q6AI28	Data unknown	None
B4E181	Data unknown	None
U3L7I6	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003403, ECO:0000256|SAAS:SAAS00093751
Q50KS3	Multi-pass membrane protein	ECO:0000256|RuleBase:RU004424
Q92803	Data unknown	None
B4DVU6	Single-pass membrane protein	ECO:0000256|RuleBase:RU363129
B4E2N9	Data unknown	None
C9JYN8	Data unknown	None
Q53FH9	Data unknown	None
A0A024R006	Data unknown	None
Q53TA0	Data unknown	None
B0EX00	Data unknown	None
H9QQ96	Data unknown	None
Q8NC35	Data unknown	None
W6PPJ2	Data unknown	None
A0A023I8M0	Data unknown	ECO:0000256|RuleBase:RU362117
H3BPK8	Data unknown	None
A0A1S6MWY7	Data unknown	None
K4PF41	Data unknown	None
G3V499	Data unknown	None
Q8NEN2	Data unknown	None
D6RB69	Data unknown	None
B4DVB9	Data unknown	None
B7Z6M0	Data unknown	None
G9LCZ0	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
B2R732	Data unknown	None
B8QTP3	Data unknown	None
B9EE11	Data unknown	None
L7NV21	Multi-pass membrane protein	ECO:0000256|RuleBase:RU000471
F5H466	Data unknown	None
A0A059QRQ4	Data unknown	None
A0A1V0E3S0	Data unknown	None
B3KRX0	Data unknown	None
H9MNS6	Data unknown	ECO:0000256|RuleBase:RU362117
G3V320	Data unknown	None
F8WF33	Multi-pass membrane protein	ECO:0000256|RuleBase:RU363107
X5DNL6	Data unknown	None
F5H5Y1	Data unknown	None
A0A1W1B5P0	Data unknown	None
H9E7P1	Data unknown	None
B4E1W0	Data unknown	None
C9J7D0	Data unknown	None
Q86SN4	Data unknown	None
F5H5T7	Data unknown	None
Q8HG23	Multi-pass membrane protein	ECO:0000256|RuleBase:RU003404, ECO:0000256|SAAS:SAAS00061113
B2RBE0	Data unknown	None
E9PJD1	Data unknown	None
E9PDN4	Data unknown	None
B2RE64	Data unknown	None
C9J4I1	Data unknown	None
F5H6Q4	Data unknown	None
Q5H936	Data unknown	None
Q67AI3	Data unknown	None
A0A059RKY5	Multi-pass membrane protein	ECO:0000256|SAAS:SAAS00410259
A7E2D9	Data unknown	None
A0A090N7V7	Data unknown	None
F5H6F6	Data unknown	None
Q5XZR9	Data unknown	None
A0A059QTI8	Data unknown	None
